date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested,year
2022-01-01,CL,1930.0,25.0,0.0,59275.0,1808398.0,39140.0,,0.0,2022
2022-01-02,CL,1921.0,22.0,0.0,26554.0,1810302.0,39162.0,,0.0,2022
2022-01-03,CL,1005.0,11.0,0.0,25783.0,1811297.0,39173.0,,0.0,2022
2022-01-04,CL,1058.0,1.0,0.0,52023.0,1812348.0,39174.0,,0.0,2022
2022-01-05,CL,1858.0,3.0,0.0,74438.0,1814188.0,39177.0,,0.0,2022
2022-01-06,CL,3134.0,30.0,0.0,74482.0,1817300.0,39207.0,,0.0,2022
2022-01-07,CL,3799.0,25.0,0.0,77829.0,1821071.0,39232.0,,0.0,2022
2022-01-08,CL,4380.0,19.0,0.0,75979.0,1825417.0,39251.0,,0.0,2022
2022-01-09,CL,4064.0,21.0,0.0,66950.0,1829437.0,39272.0,,0.0,2022
2022-01-10,CL,4069.0,13.0,0.0,50535.0,1833478.0,39285.0,,0.0,2022
2022-01-11,CL,3922.0,4.0,0.0,59038.0,1837390.0,39289.0,,0.0,2022
2022-01-12,CL,4847.0,1.0,0.0,95967.0,1842218.0,39290.0,,0.0,2022
2022-01-13,CL,7291.0,41.0,0.0,89252.0,1849465.0,39331.0,,0.0,2022
2022-01-14,CL,8270.0,24.0,0.0,94825.0,1857764.0,39355.0,,0.0,2022
2022-01-15,CL,9284.0,21.0,0.0,96108.0,1867101.0,39376.0,,0.0,2022
2022-01-16,CL,9454.0,18.0,0.0,87568.0,1876610.0,39394.0,,0.0,2022
2022-01-17,CL,8904.0,32.0,0.0,59971.0,1885540.0,39426.0,,0.0,2022
2022-01-18,CL,7533.0,1.0,0.0,70480.0,1893115.0,39427.0,,0.0,2022
2022-01-19,CL,9509.0,4.0,0.0,96981.0,1902657.0,39431.0,,0.0,2022
2022-01-20,CL,12500.0,25.0,0.0,102755.0,1916522.0,39456.0,,0.0,2022
2022-01-21,CL,14757.0,18.0,0.0,96583.0,1934204.0,39474.0,,0.0,2022
2022-01-22,CL,14449.0,23.0,0.0,91715.0,1949675.0,39497.0,,0.0,2022
2022-01-23,CL,13674.0,15.0,0.0,96154.0,1965393.0,39512.0,,0.0,2022
2022-01-24,CL,14780.0,23.0,0.0,80163.0,1984190.0,39535.0,,0.0,2022
2022-01-25,CL,14291.0,8.0,0.0,91398.0,2001346.0,39543.0,,0.0,2022
2022-01-26,CL,18446.0,4.0,0.0,114063.0,2020082.0,39547.0,,0.0,2022
2022-01-27,CL,24037.0,47.0,0.0,125215.0,2045874.0,39594.0,,0.0,2022
2022-01-28,CL,26727.0,26.0,0.0,132299.0,2075703.0,39620.0,,0.0,2022
2022-01-29,CL,29175.0,33.0,0.0,130969.0,2107612.0,39653.0,,0.0,2022
2022-01-30,CL,28480.0,31.0,0.0,119417.0,2137743.0,39684.0,,0.0,2022
2022-01-31,CL,26244.0,37.0,0.0,93028.0,2165984.0,39721.0,,0.0,2022
2022-02-01,CL,22192.0,12.0,0.0,111306.0,2190561.0,39733.0,,0.0,2022
2022-02-02,CL,29844.0,9.0,0.0,137013.0,2221276.0,39742.0,,0.0,2022
2022-02-03,CL,35197.0,82.0,0.0,141234.0,2258005.0,39824.0,,0.0,2022
2022-02-04,CL,37468.0,43.0,0.0,136073.0,2296712.0,39867.0,,0.0,2022
2022-02-05,CL,36297.0,63.0,0.0,134185.0,2335034.0,39930.0,,0.0,2022
2022-02-06,CL,34328.0,57.0,0.0,118824.0,2371833.0,39987.0,,0.0,2022
2022-02-07,CL,31063.0,73.0,0.0,96219.0,2405672.0,40060.0,,0.0,2022
2022-02-08,CL,24970.0,27.0,0.0,113966.0,2431845.0,40087.0,,0.0,2022
2022-02-09,CL,33362.0,24.0,0.0,129605.0,2466098.0,40111.0,,0.0,2022
2022-02-10,CL,36635.0,162.0,0.0,135064.0,2504168.0,40273.0,,0.0,2022
2022-02-11,CL,38446.0,97.0,0.0,124704.0,2545819.0,40370.0,,0.0,2022
2022-02-12,CL,35841.0,94.0,0.0,123943.0,2582934.0,40464.0,,0.0,2022
2022-02-13,CL,35038.0,94.0,0.0,99297.0,2621427.0,40558.0,,0.0,2022
2022-02-14,CL,28076.0,108.0,0.0,75710.0,2652713.0,40666.0,,0.0,2022
2022-02-15,CL,22845.0,32.0,0.0,101768.0,2677692.0,40698.0,,0.0,2022
2022-02-16,CL,30971.0,37.0,0.0,122384.0,2709854.0,40735.0,,0.0,2022
2022-02-17,CL,35789.0,201.0,0.0,113815.0,2747552.0,40936.0,,0.0,2022
2022-02-18,CL,34117.0,131.0,0.0,111515.0,2783458.0,41067.0,,0.0,2022
2022-02-19,CL,33769.0,129.0,0.0,107132.0,2819246.0,41196.0,,0.0,2022
2022-02-20,CL,30398.0,151.0,0.0,86698.0,2851382.0,41347.0,,0.0,2022
2022-02-21,CL,23254.0,144.0,0.0,70484.0,2876455.0,41491.0,,0.0,2022
2022-02-22,CL,18380.0,35.0,0.0,88686.0,2895931.0,41526.0,,0.0,2022
2022-02-23,CL,24700.0,45.0,0.0,110072.0,2921131.0,41571.0,,0.0,2022
2022-02-24,CL,30675.0,224.0,0.0,108600.0,2953895.0,41795.0,,0.0,2022
2022-02-25,CL,29135.0,124.0,0.0,103015.0,2985873.0,41919.0,,0.0,2022
2022-02-26,CL,27739.0,151.0,0.0,99813.0,3015630.0,42070.0,,0.0,2022
2022-02-27,CL,23821.0,130.0,0.0,77857.0,3041400.0,42200.0,,0.0,2022
2022-02-28,CL,18148.0,153.0,0.0,51271.0,3061019.0,42353.0,,0.0,2022
2022-03-01,CL,13928.0,28.0,0.0,80811.0,3076291.0,42381.0,,0.0,2022
2022-03-02,CL,20400.0,30.0,0.0,96681.0,3098110.0,42411.0,,0.0,2022
2022-03-03,CL,23395.0,272.0,0.0,95416.0,3122802.0,42683.0,,0.0,2022
2022-03-04,CL,23132.0,126.0,0.0,91666.0,3147434.0,42809.0,,0.0,2022
2022-03-05,CL,20503.0,146.0,0.0,91792.0,3168335.0,42955.0,,0.0,2022
2022-03-06,CL,19353.0,122.0,0.0,67895.0,3188448.0,43077.0,,0.0,2022
2022-03-07,CL,13820.0,149.0,0.0,53482.0,3202562.0,43226.0,,0.0,2022
2022-03-08,CL,10815.0,34.0,0.0,80261.0,3214326.0,43260.0,,0.0,2022
2022-03-09,CL,16341.0,23.0,0.0,95850.0,3230793.0,43283.0,,0.0,2022
2022-03-10,CL,18995.0,244.0,0.0,94619.0,3249890.0,43527.0,,0.0,2022
2022-03-11,CL,18326.0,132.0,0.0,94417.0,3269062.0,43659.0,,0.0,2022
2022-03-12,CL,17371.0,126.0,0.0,91231.0,3286476.0,43785.0,,0.0,2022
2022-03-13,CL,15136.0,94.0,0.0,63646.0,3301747.0,43879.0,,0.0,2022
2022-03-14,CL,10650.0,126.0,0.0,49263.0,3313242.0,44005.0,,0.0,2022
2022-03-15,CL,8716.0,34.0,0.0,90797.0,3323324.0,44039.0,,0.0,2022
2022-03-16,CL,12566.0,23.0,0.0,108919.0,3336614.0,44062.0,,0.0,2022
2022-03-17,CL,15735.0,184.0,0.0,104950.0,3353259.0,44246.0,,0.0,2022
2022-03-18,CL,14525.0,93.0,0.0,95217.0,3368704.0,44339.0,,0.0,2022
2022-03-19,CL,12357.0,101.0,0.0,92129.0,3381681.0,44440.0,,0.0,2022
2022-03-20,CL,10472.0,78.0,0.0,68985.0,3392978.0,44518.0,,0.0,2022
2022-03-21,CL,7555.0,11447.0,0.0,42589.0,3401145.0,55965.0,,0.0,2022
2022-03-22,CL,5045.0,11.0,0.0,79077.0,3406540.0,55976.0,,0.0,2022
2022-03-23,CL,8025.0,16.0,0.0,103581.0,3415989.0,55992.0,,0.0,2022
2022-03-24,CL,9414.0,155.0,0.0,96073.0,3426147.0,56147.0,,0.0,2022
2022-03-25,CL,8247.0,75.0,0.0,84304.0,3434908.0,56222.0,,0.0,2022
2022-03-26,CL,7448.0,76.0,0.0,80333.0,3443018.0,56298.0,,0.0,2022
2022-03-27,CL,6480.0,83.0,0.0,56395.0,3450094.0,56381.0,,0.0,2022
2022-03-28,CL,4463.0,65.0,0.0,34785.0,3455060.0,56446.0,,0.0,2022
2022-03-29,CL,3017.0,18.0,0.0,69702.0,3458499.0,56464.0,,0.0,2022
2022-03-30,CL,5603.0,3.0,0.0,82092.0,3464425.0,56467.0,,0.0,2022
2022-03-31,CL,6074.0,113.0,0.0,77032.0,3470936.0,56580.0,,0.0,2022
2022-04-01,CL,5564.0,57.0,0.0,71064.0,3476914.0,56637.0,,0.0,2022
2022-04-02,CL,4823.0,52.0,0.0,65178.0,3482175.0,56689.0,,0.0,2022
2022-04-03,CL,4148.0,61.0,0.0,43541.0,3486653.0,56750.0,,0.0,2022
2022-04-04,CL,2711.0,48.0,0.0,32797.0,3489913.0,56798.0,,0.0,2022
2022-04-05,CL,1932.0,11.0,0.0,60575.0,3491962.0,56809.0,,0.0,2022
2022-04-06,CL,3689.0,13.0,0.0,73277.0,3495889.0,56822.0,,0.0,2022
2022-04-07,CL,4432.0,90.0,0.0,67633.0,3500670.0,56912.0,,0.0,2022
2022-04-08,CL,3820.0,43.0,0.0,61849.0,3504783.0,56955.0,,0.0,2022
2022-04-09,CL,3368.0,42.0,0.0,62442.0,3508556.0,56997.0,,0.0,2022
2022-04-10,CL,3057.0,44.0,0.0,43859.0,3512020.0,57041.0,,0.0,2022
2022-04-11,CL,2209.0,40.0,0.0,31374.0,3514291.0,57081.0,,0.0,2022
2022-04-12,CL,1478.0,13.0,0.0,53572.0,3515878.0,57094.0,,0.0,2022
2022-04-13,CL,2742.0,4.0,0.0,64038.0,3518800.0,57098.0,,0.0,2022
2022-04-14,CL,2937.0,69.0,0.0,57083.0,3522422.0,57167.0,,0.0,2022
2022-04-15,CL,2771.0,38.0,0.0,52560.0,3525845.0,57205.0,,0.0,2022
2022-04-16,CL,2516.0,26.0,0.0,29580.0,3528626.0,57231.0,,0.0,2022
2022-04-17,CL,1424.0,32.0,0.0,23238.0,3530258.0,57263.0,,0.0,2022
2022-04-18,CL,1172.0,7.0,0.0,22302.0,3531529.0,57270.0,,0.0,2022
2022-04-19,CL,1102.0,5.0,0.0,50396.0,3532649.0,57275.0,,0.0,2022
2022-04-20,CL,2515.0,8.0,0.0,60971.0,3535534.0,57283.0,,0.0,2022
2022-04-21,CL,2897.0,42.0,0.0,56099.0,3538843.0,57325.0,,0.0,2022
2022-04-22,CL,2669.0,26.0,0.0,50792.0,3541792.0,57351.0,,0.0,2022
2022-04-23,CL,2539.0,24.0,0.0,43427.0,3544463.0,57375.0,,0.0,2022
2022-04-24,CL,1909.0,0.0,0.0,32429.0,3546493.0,57375.0,,0.0,2022
2022-04-25,CL,1300.0,1.0,0.0,23004.0,3547977.0,57376.0,,0.0,2022
2022-04-26,CL,993.0,11.0,0.0,45711.0,3549327.0,57387.0,,0.0,2022
2022-04-27,CL,1918.0,81.0,0.0,52614.0,3551383.0,57468.0,,0.0,2022
2022-04-28,CL,2397.0,27.0,0.0,46891.0,3553956.0,57495.0,,0.0,2022
2022-04-29,CL,2182.0,14.0,0.0,45958.0,3556333.0,57509.0,,0.0,2022
2022-04-30,CL,2124.0,18.0,0.0,48384.0,3558631.0,57527.0,,0.0,2022
2022-05-01,CL,2117.0,12.0,0.0,33900.0,3561016.0,57539.0,,0.0,2022
2022-05-02,CL,1481.0,2.0,0.0,21545.0,3562521.0,57541.0,,0.0,2022
2022-05-03,CL,1025.0,3.0,0.0,47646.0,3563650.0,57544.0,,0.0,2022
2022-05-04,CL,2302.0,36.0,0.0,56813.0,3566183.0,57580.0,,0.0,2022
2022-05-05,CL,2978.0,17.0,0.0,52979.0,3569492.0,57597.0,,0.0,2022
2022-05-06,CL,2961.0,17.0,0.0,49868.0,3572817.0,57614.0,,0.0,2022
2022-05-07,CL,2926.0,15.0,0.0,50545.0,3576139.0,57629.0,,0.0,2022
2022-05-08,CL,2858.0,8.0,0.0,33082.0,3579349.0,57637.0,,0.0,2022
2022-05-09,CL,1972.0,2.0,0.0,23225.0,3581374.0,57639.0,,0.0,2022
2022-05-10,CL,1462.0,3.0,0.0,46947.0,3583227.0,57642.0,,0.0,2022
2022-05-11,CL,3048.0,25.0,0.0,58604.0,3586522.0,57667.0,,0.0,2022
2022-05-12,CL,4039.0,13.0,0.0,56695.0,3591097.0,57680.0,,0.0,2022
2022-05-13,CL,4333.0,17.0,0.0,55302.0,3595968.0,57697.0,,0.0,2022
2022-05-14,CL,4413.0,17.0,0.0,56358.0,3600896.0,57714.0,,0.0,2022
2022-05-15,CL,4206.0,8.0,0.0,43993.0,3605522.0,57722.0,,0.0,2022
2022-05-16,CL,3444.0,3.0,0.0,26130.0,3609338.0,57725.0,,0.0,2022
2022-05-17,CL,2290.0,8.0,0.0,54025.0,3611813.0,57733.0,,0.0,2022
2022-05-18,CL,4747.0,21.0,0.0,70855.0,3616950.0,57754.0,,0.0,2022
2022-05-19,CL,6098.0,13.0,0.0,68625.0,3623889.0,57767.0,,0.0,2022
2022-05-20,CL,6198.0,15.0,0.0,61388.0,3630741.0,57782.0,,0.0,2022
2022-05-21,CL,5483.0,12.0,0.0,61383.0,3636993.0,57794.0,,0.0,2022
2022-05-22,CL,5443.0,8.0,0.0,43466.0,3643136.0,57802.0,,0.0,2022
2022-05-23,CL,3627.0,8.0,0.0,29751.0,3647361.0,57810.0,,0.0,2022
2022-05-24,CL,3179.0,3.0,0.0,57381.0,3651076.0,57813.0,,0.0,2022
2022-05-25,CL,6010.0,22.0,0.0,73322.0,3657188.0,57835.0,,0.0,2022
2022-05-26,CL,7550.0,16.0,0.0,71780.0,3665862.0,57851.0,,0.0,2022
2022-05-27,CL,7925.0,16.0,0.0,68109.0,3675085.0,57867.0,,0.0,2022
2022-05-28,CL,7874.0,10.0,0.0,68129.0,3684585.0,57877.0,,0.0,2022
2022-05-29,CL,7370.0,0.0,0.0,47341.0,3693241.0,57877.0,,0.0,2022
2022-05-30,CL,5071.0,10.0,0.0,30509.0,3698667.0,57887.0,,0.0,2022
2022-05-31,CL,3406.0,5.0,0.0,59401.0,3702941.0,57892.0,,0.0,2022
2022-06-01,CL,6721.0,5.0,0.0,74222.0,3710521.0,57897.0,,0.0,2022
2022-06-02,CL,8513.0,23.0,0.0,69609.0,3720334.0,57920.0,,0.0,2022
2022-06-03,CL,8381.0,12.0,0.0,70355.0,3729906.0,57932.0,,0.0,2022
2022-06-04,CL,8364.0,23.0,0.0,66187.0,3739796.0,57955.0,,0.0,2022
2022-06-05,CL,7575.0,18.0,0.0,50296.0,3748619.0,57973.0,,0.0,2022
2022-06-06,CL,6533.0,18.0,0.0,30703.0,3756220.0,57991.0,,0.0,2022
2022-06-07,CL,4278.0,6.0,0.0,66534.0,3760891.0,57997.0,,0.0,2022
2022-06-08,CL,9322.0,8.0,0.0,81799.0,3771509.0,58005.0,,0.0,2022
2022-06-09,CL,11109.0,31.0,0.0,81702.0,3783945.0,58036.0,,0.0,2022
2022-06-10,CL,11027.0,18.0,0.0,78841.0,3796909.0,58054.0,,0.0,2022
2022-06-11,CL,10667.0,22.0,0.0,76449.0,3808970.0,58076.0,,0.0,2022
2022-06-12,CL,9529.0,19.0,0.0,60893.0,3820009.0,58095.0,,0.0,2022
2022-06-13,CL,8108.0,14.0,0.0,34380.0,3829119.0,58109.0,,0.0,2022
2022-06-14,CL,4803.0,10.0,0.0,70525.0,3834020.0,58119.0,,0.0,2022
2022-06-15,CL,9448.0,16.0,0.0,87346.0,3844668.0,58135.0,,0.0,2022
2022-06-16,CL,11754.0,36.0,0.0,87467.0,3857643.0,58171.0,,0.0,2022
2022-06-17,CL,12111.0,23.0,0.0,79600.0,3870747.0,58194.0,,0.0,2022
2022-06-18,CL,10842.0,32.0,0.0,79430.0,3882425.0,58226.0,,0.0,2022
2022-06-19,CL,10355.0,25.0,0.0,52158.0,3893726.0,58251.0,,0.0,2022
2022-06-20,CL,7149.0,26.0,0.0,27935.0,3901215.0,58277.0,,0.0,2022
2022-06-21,CL,4326.0,9.0,0.0,58711.0,3906107.0,58286.0,,0.0,2022
2022-06-22,CL,8759.0,10.0,0.0,,3915653.0,58296.0,,0.0,2022
2022-06-23,CL,8038.0,39.0,0.0,,3924247.0,58335.0,,0.0,2022
2022-06-24,CL,10834.0,11.0,0.0,,3935375.0,58346.0,,0.0,2022
2022-06-25,CL,11906.0,39.0,0.0,,3948012.0,58385.0,,0.0,2022
2022-06-26,CL,10433.0,31.0,0.0,,3959325.0,58416.0,,0.0,2022
2022-06-27,CL,7806.0,29.0,0.0,,3967774.0,58445.0,,0.0,2022
2022-06-28,CL,4981.0,14.0,0.0,,3973291.0,58459.0,,0.0,2022
2022-06-29,CL,6106.0,8.0,0.0,,3979797.0,58467.0,,0.0,2022
2022-06-30,CL,10751.0,12.0,0.0,,3990693.0,58479.0,,0.0,2022
2022-07-01,CL,11490.0,46.0,0.0,,4002538.0,58525.0,,0.0,2022
2022-07-02,CL,10522.0,38.0,0.0,,4013903.0,58563.0,,0.0,2022
2022-07-03,CL,9101.0,26.0,0.0,,4023697.0,58589.0,,0.0,2022
2022-07-04,CL,6193.0,28.0,0.0,,4030267.0,58617.0,,0.0,2022
2022-07-05,CL,4658.0,14.0,0.0,,4035379.0,58631.0,,0.0,2022
2022-07-06,CL,8842.0,18.0,0.0,,4044611.0,58649.0,,0.0,2022
2022-07-07,CL,10316.0,68.0,0.0,,4055693.0,58717.0,,0.0,2022
2022-07-08,CL,9677.0,40.0,0.0,,4065878.0,58757.0,,0.0,2022
2022-07-09,CL,9074.0,30.0,0.0,,4075533.0,58787.0,,0.0,2022
2022-07-10,CL,8730.0,31.0,0.0,,4084308.0,58818.0,,0.0,2022
2022-07-11,CL,5789.0,42.0,0.0,,4090523.0,58860.0,,0.0,2022
2022-07-12,CL,4239.0,18.0,0.0,,4095096.0,58878.0,,0.0,2022
2022-07-13,CL,8351.0,6.0,0.0,,4103590.0,58884.0,,0.0,2022
2022-07-14,CL,9468.0,71.0,0.0,,4113288.0,58955.0,,0.0,2022
2022-07-15,CL,8867.0,35.0,0.0,,4122401.0,58990.0,,0.0,2022
2022-07-16,CL,7574.0,49.0,0.0,,4130232.0,59039.0,,0.0,2022
2022-07-17,CL,6414.0,47.0,0.0,,4137152.0,59086.0,,0.0,2022
2022-07-18,CL,4427.0,40.0,0.0,,4141778.0,59126.0,,0.0,2022
2022-07-19,CL,3576.0,14.0,0.0,,4145452.0,59140.0,,0.0,2022
2022-07-20,CL,6922.0,6.0,0.0,,4152475.0,59146.0,,0.0,2022
2022-07-21,CL,8341.0,70.0,0.0,,4161478.0,59216.0,,0.0,2022
2022-07-22,CL,7833.0,47.0,0.0,,4169554.0,59263.0,,0.0,2022
2022-07-23,CL,7736.0,40.0,0.0,,4177517.0,59303.0,,0.0,2022
2022-07-24,CL,7546.0,29.0,0.0,,4185247.0,59332.0,,0.0,2022
2022-07-25,CL,5844.0,51.0,0.0,,4191347.0,59383.0,,0.0,2022
2022-07-26,CL,4295.0,10.0,0.0,,4195780.0,59393.0,,0.0,2022
2022-07-27,CL,8900.0,12.0,0.0,,4204824.0,59405.0,,0.0,2022
2022-07-28,CL,9829.0,72.0,0.0,,4214769.0,59477.0,,0.0,2022
2022-07-29,CL,9316.0,44.0,0.0,,4224361.0,59521.0,,0.0,2022
2022-07-30,CL,8937.0,31.0,0.0,,4233549.0,59552.0,,0.0,2022
2022-07-31,CL,7779.0,25.0,0.0,,4241546.0,59577.0,,0.0,2022
2022-08-01,CL,6286.0,45.0,0.0,,4248048.0,59622.0,,0.0,2022
2022-08-02,CL,4938.0,7.0,0.0,,4253056.0,59629.0,,0.0,2022
2022-08-03,CL,9773.0,4.0,0.0,,4262916.0,59633.0,,0.0,2022
2022-08-04,CL,11525.0,65.0,0.0,,4274613.0,59698.0,,0.0,2022
2022-08-05,CL,11216.0,43.0,0.0,,4286216.0,59741.0,,0.0,2022
2022-08-06,CL,10672.0,32.0,0.0,,4297144.0,59773.0,,0.0,2022
2022-08-07,CL,9563.0,27.0,0.0,,4306955.0,59800.0,,0.0,2022
2022-08-08,CL,7256.0,35.0,0.0,,4314459.0,59835.0,,0.0,2022
2022-08-09,CL,5546.0,5.0,0.0,,4320173.0,59840.0,,0.0,2022
2022-08-10,CL,11091.0,5.0,0.0,,4331416.0,59845.0,,0.0,2022
2022-08-11,CL,13198.0,51.0,0.0,,4344910.0,59896.0,,0.0,2022
2022-08-12,CL,12598.0,34.0,0.0,,4357818.0,59930.0,,0.0,2022
2022-08-13,CL,11664.0,31.0,0.0,,4369706.0,59961.0,,0.0,2022
2022-08-14,CL,10282.0,28.0,0.0,,4380148.0,59989.0,,0.0,2022
2022-08-15,CL,7267.0,34.0,0.0,,4387731.0,60023.0,,0.0,2022
2022-08-16,CL,5132.0,5.0,0.0,,4393244.0,60028.0,,0.0,2022
2022-08-17,CL,6065.0,8.0,0.0,,4399408.0,60036.0,,0.0,2022
2022-08-18,CL,10161.0,7.0,0.0,,4409873.0,60043.0,,0.0,2022
2022-08-19,CL,11599.0,92.0,0.0,,4421815.0,60135.0,,0.0,2022
2022-08-20,CL,10295.0,39.0,0.0,,4432586.0,60174.0,,0.0,2022
2022-08-21,CL,9239.0,28.0,0.0,,4442073.0,60202.0,,0.0,2022
2022-08-22,CL,6767.0,34.0,0.0,,4449016.0,60236.0,,0.0,2022
2022-08-23,CL,4467.0,12.0,0.0,,4453557.0,60248.0,,0.0,2022
2022-08-24,CL,8226.0,6.0,0.0,,4461869.0,60254.0,,0.0,2022
2022-08-25,CL,9114.0,67.0,0.0,,4471118.0,60321.0,,0.0,2022
2022-08-26,CL,8446.0,32.0,0.0,,4479644.0,60353.0,,0.0,2022
2022-08-27,CL,7455.0,29.0,0.0,,4487453.0,60382.0,,0.0,2022
2022-08-28,CL,6657.0,30.0,0.0,,4494404.0,60412.0,,0.0,2022
2022-08-29,CL,4659.0,23.0,0.0,,4499223.0,60435.0,,0.0,2022
2022-08-30,CL,3348.0,10.0,0.0,,4502674.0,60445.0,,0.0,2022
2022-08-31,CL,5676.0,6.0,0.0,,4508422.0,60451.0,,0.0,2022
2022-09-01,CL,6537.0,57.0,0.0,,4515370.0,60508.0,,0.0,2022
2022-09-02,CL,6418.0,35.0,0.0,,4522295.0,60543.0,,0.0,2022
2022-09-03,CL,5100.0,28.0,0.0,,4527533.0,60571.0,,0.0,2022
2022-09-04,CL,4639.0,39.0,0.0,,4532562.0,60610.0,,0.0,2022
2022-09-05,CL,3445.0,29.0,0.0,,4536380.0,60639.0,,0.0,2022
2022-09-06,CL,2357.0,6.0,0.0,,4538858.0,60645.0,,0.0,2022
2022-09-07,CL,4961.0,3.0,0.0,,4543982.0,60648.0,,0.0,2022
2022-09-08,CL,5717.0,48.0,0.0,,4549927.0,60696.0,,0.0,2022
2022-09-09,CL,5067.0,25.0,0.0,,4555253.0,60721.0,,0.0,2022
2022-09-10,CL,4363.0,28.0,0.0,,4559801.0,60749.0,,0.0,2022
2022-09-11,CL,3861.0,27.0,0.0,,4563807.0,60776.0,,0.0,2022
2022-09-12,CL,2637.0,36.0,0.0,,4566548.0,60812.0,,0.0,2022
2022-09-13,CL,1906.0,10.0,0.0,,4568495.0,60822.0,,0.0,2022
2022-01-01,CL_AI,20.0,1.0,,500.0,10466.0,98.0,,211241.0,2022
2022-01-02,CL_AI,12.0,0.0,,337.0,10478.0,98.0,,211578.0,2022
2022-01-03,CL_AI,10.0,0.0,,257.0,10488.0,98.0,,211835.0,2022
2022-01-04,CL_AI,3.0,0.0,,59.0,10491.0,98.0,,211894.0,2022
2022-01-05,CL_AI,7.0,0.0,,179.0,10498.0,98.0,,212073.0,2022
2022-01-06,CL_AI,14.0,1.0,,383.0,10512.0,99.0,,212456.0,2022
2022-01-07,CL_AI,15.0,0.0,,306.0,10527.0,99.0,,212762.0,2022
2022-01-08,CL_AI,14.0,0.0,,561.0,10541.0,99.0,,213323.0,2022
2022-01-09,CL_AI,15.0,0.0,,353.0,10556.0,99.0,,213676.0,2022
2022-01-10,CL_AI,27.0,0.0,,477.0,10583.0,99.0,,214153.0,2022
2022-01-11,CL_AI,18.0,0.0,,265.0,10601.0,99.0,,214418.0,2022
2022-01-12,CL_AI,22.0,0.0,,237.0,10623.0,99.0,,214655.0,2022
2022-01-13,CL_AI,35.0,1.0,,627.0,10658.0,100.0,,215282.0,2022
2022-01-14,CL_AI,41.0,0.0,,480.0,10699.0,100.0,,215762.0,2022
2022-01-15,CL_AI,61.0,0.0,,586.0,10760.0,100.0,,216348.0,2022
2022-01-16,CL_AI,45.0,0.0,,553.0,10805.0,100.0,,216901.0,2022
2022-01-17,CL_AI,69.0,0.0,,643.0,10874.0,100.0,,217544.0,2022
2022-01-18,CL_AI,48.0,0.0,,311.0,10922.0,100.0,,217855.0,2022
2022-01-19,CL_AI,65.0,0.0,,261.0,10987.0,100.0,,218116.0,2022
2022-01-20,CL_AI,75.0,0.0,,552.0,11062.0,100.0,,218668.0,2022
2022-01-21,CL_AI,122.0,0.0,,590.0,11184.0,100.0,,219258.0,2022
2022-01-22,CL_AI,140.0,1.0,,790.0,11324.0,101.0,,220048.0,2022
2022-01-23,CL_AI,120.0,0.0,,734.0,11444.0,101.0,,220782.0,2022
2022-01-24,CL_AI,106.0,0.0,,665.0,11550.0,101.0,,221447.0,2022
2022-01-25,CL_AI,114.0,0.0,,696.0,11664.0,101.0,,222143.0,2022
2022-01-26,CL_AI,185.0,0.0,,623.0,11849.0,101.0,,222766.0,2022
2022-01-27,CL_AI,259.0,0.0,,731.0,12108.0,101.0,,223497.0,2022
2022-01-28,CL_AI,233.0,0.0,,839.0,12341.0,101.0,,224336.0,2022
2022-01-29,CL_AI,182.0,1.0,,795.0,12523.0,102.0,,225131.0,2022
2022-01-30,CL_AI,269.0,2.0,,961.0,12792.0,104.0,,226092.0,2022
2022-01-31,CL_AI,182.0,0.0,,844.0,12974.0,104.0,,226936.0,2022
2022-02-01,CL_AI,193.0,0.0,,528.0,13167.0,104.0,,227464.0,2022
2022-02-02,CL_AI,285.0,0.0,,631.0,13452.0,104.0,,228095.0,2022
2022-02-03,CL_AI,305.0,0.0,,784.0,13757.0,104.0,,228879.0,2022
2022-02-04,CL_AI,359.0,1.0,,1040.0,14116.0,105.0,,229919.0,2022
2022-02-05,CL_AI,381.0,0.0,,931.0,14497.0,105.0,,230850.0,2022
2022-02-06,CL_AI,317.0,1.0,,812.0,14814.0,106.0,,231662.0,2022
2022-02-07,CL_AI,293.0,0.0,,933.0,15107.0,106.0,,232595.0,2022
2022-02-08,CL_AI,279.0,0.0,,996.0,15386.0,106.0,,233591.0,2022
2022-02-09,CL_AI,350.0,0.0,,831.0,15736.0,106.0,,234422.0,2022
2022-02-10,CL_AI,396.0,3.0,,1000.0,16132.0,109.0,,235422.0,2022
2022-02-11,CL_AI,413.0,0.0,,847.0,16545.0,109.0,,236269.0,2022
2022-02-12,CL_AI,302.0,1.0,,870.0,16847.0,110.0,,237139.0,2022
2022-02-13,CL_AI,362.0,2.0,,955.0,17209.0,112.0,,238094.0,2022
2022-02-14,CL_AI,205.0,1.0,,863.0,17414.0,113.0,,238957.0,2022
2022-02-15,CL_AI,189.0,0.0,,495.0,17603.0,113.0,,239452.0,2022
2022-02-16,CL_AI,380.0,0.0,,535.0,17983.0,113.0,,239987.0,2022
2022-02-17,CL_AI,339.0,3.0,,623.0,18322.0,116.0,,240610.0,2022
2022-02-18,CL_AI,314.0,1.0,,714.0,18636.0,117.0,,241324.0,2022
2022-02-19,CL_AI,307.0,2.0,,774.0,18943.0,119.0,,242098.0,2022
